COD. ARTIC.;NOMBRE;STOCK;LISTA 1;LISTA 2;LISTA 3;LISTA 4;CATEGORIA
283;TECLADO REDRAGON K585 DITI RGB;20,000;6454,31;6024,02;5593,73;5163,44;TECLADO
284;TECLADO REDRAGON K568 DARK AVENGER RBG MECANICO;0,0000;8214,57;7666,93;7119,29;6571,66;TECLADO
285;TECLADO REDRAGON K569 ARYAMAN RGB MECANICO;40,000;11735,10;10952,76;10170,42;9388,08;TECLADO
286;TECLADO REDRAGON K556RGB-RK DEVARAJAS ROUND RGB ES;10,000;10757,18;10040,03;9322,89;8605,74;TECLADO
287;GABINETE CROMAX 2801 KIT T+P+M 600W;140,000;8018,99;7484,39;6949,79;6415,19;GABINETE
288;TECLADO REDRAGON K550 YAMA NEGRO RGB ESPAÑOL;0,0000;13690,95;12778,22;11865,49;10952,76;TECLADO
289;COMBO REDRAGON K551 KIT T Y M RGB BA SP;0,0000;12517,44;11682,94;10848,45;10013,95;TECLADO
290;COMBO REDRAGON S101-1 KIT (T Y M) HARPE + CENTROPH;0,0000;4694,04;4381,10;4068,17;3755,23;TECLADO
291;COMBO REDRAGON S107 3 EN 1 K509 - M608 - P016;0,0000;5867,55;5476,38;5085,21;4694,04;TECLADO
292;COMBO REDRAGON K552RGB (T Y M);0,0000;12321,86;11500,40;10678,94;9857,48;TECLADO
293;PAD P/MOUSE MAXSER 21x18.5;150,000;398,99;375,52;352,05;305,11;PAD PARA MOUSE
294;PAD HYPERX FURY PRO GAMING SPEED EDITION XL;0,0000;3997,84;3997,84;3997,84;3997,84;PAD PARA MOUSE
295;PAD P/MOUSE GAMER 90X30X2;10,000;1219,15;1147,43;1075,72;932,29;PAD PARA MOUSE
299;PAD REDRAGON P001 ARCHELON M 330x260x5mm;0,0000;1713,36;1599,14;1484,91;1370,69;PAD PARA MOUSE
300;PAD REDRAGON P002 ARCHELON L 400x300x3mm;0,0000;2141,70;1998,92;1856,14;1713,36;PAD PARA MOUSE
301;PAD REDRAGON P003 SUZAKU 800x300x3mm;0,0000;3212,55;2998,38;2784,21;2570,04;PAD PARA MOUSE
302;PAD REDRAGON P005 KUNLUN M 700x350x3mm;0,0000;2570,04;2398,70;2227,37;2056,03;PAD PARA MOUSE
303;PAD REDRAGON P006 KUNLUN L 880x420x4mm;0,0000;4283,40;3997,84;3712,28;3426,72;PAD PARA MOUSE
304;PAD REDRAGON PAD P008 KYLIN RGB 350x250x3.6mm;0,0000;4711,74;4397,62;4083,51;3769,39;PAD PARA MOUSE
306;WEBCAM REDRAGON GW600 FOBOS;0,0000;4889,63;4563,65;4237,68;3911,70;MOUSE
307;MOUSE REDRAGON M607 GRIFFIN NEGRO;20,000;2738,19;2555,64;2373,10;2190,55;MOUSE
308;MOUSE REDRAGON M719 INVADER ;0,0000;3911,70;3650,92;3390,14;3129,36;MOUSE
310;MOUSE REDRAGON M711 COBRA FPS;30,000;5085,21;4746,20;4407,18;4068,17;MOUSE
311;MICROFONO REDRAGON G300 BLAZAR;0,0000;15220,35;14049,55;12878,76;11707,96;MICROFONO
312;MOUSE REDRAGON M610 GAINER;0,0000;2542,61;2373,10;2203,59;2034,08;MOUSE
313;MOUSE REDRAGON M908 IMPACT;60,000;5671,97;5293,83;4915,70;4537,57;MOUSE
314;MOUSE REDRAGON M601 CENTROPHORUS 3200 DPI;0,0000;2542,61;2373,10;2203,59;2034,08;MOUSE
315;MOUSE REDRAGON M901 PERDITION GAMER 16400DPI LASER;20,000;5867,55;5476,38;5085,21;4694,04;MOUSE
316;MOUSE REDRAGON M902 SAMSARA NEGRO GAMER 16400DPI L;0,0000;5867,55;5476,38;5085,21;4694,04;MOUSE
317;MOUSE REDRAGON M990 LEGEND GAMER 16400DPI LASER;20,000;5867,55;5476,38;5085,21;4694,04;MOUSE
318;MOUSE REDRAGON M688 SHARK 2,4GHZ 7200 DPI;30,000;4889,63;4563,65;4237,68;3911,70;MOUSE
319;MOUSE REDRAGON M690 MIRAGE 2,4GHZ 2400 DPI;10,000;3911,70;3650,92;3390,14;3129,36;MOUSE
320;MOUSE GENIUS DX-110 PS2 BLACK;10,000;586,76;547,64;508,52;469,40;MOUSE
321;MOUSE GENIUS MICRO TRAVELER BLACK USB;20,000;1440,81;1356,06;1101,80;1695,07;MOUSE
323;MOUSE KINGSTON PULSEFIRE RAID RGB GAMING;0,0000;7979,87;7510,46;6102,25;9388,08;MOUSE
324;MOUSE XTECH XTM-300 INALAMBRICO;40,000;997,48;938,81;762,78;1173,51;MOUSE
325;MOUSE KLIP EXTREME GALET KMO-120BK BLACK 1000DPI;0,0000;886,65;834,50;678,03;1043,12;MOUSE
326;MOUSE KLIP EXTREME KARBON KMO-113 RETRACTIL;0,0000;664,99;625,87;508,52;782,34;MOUSE
327;MOUSE GENIUS ECO-8100 AZUL WIRELESS;50,000;2549,12;2399,18;1949,33;2998,97;MOUSE
328;MOUSE GENIUS ECO-8100 GREEN WIRELESS;20,000;2549,12;2399,18;1949,33;2998,97;MOUSE
329;MOUSE GENIUS 900S MICRO TRAVELER GRIS;0,0000;2659,96;2503,49;2034,08;1877,62;MOUSE
330;ROUTER NEXXT NEBULA 120AC NCR-N1200-A DOBLE BANDA;20,000;6063,14;5658,93;5254,72;4850,51;CONECTIVIDAD
331;MOUSE LOGITECH M100 USB NEGRO;0,0000;1173,51;1095,28;1017,04;938,81;MOUSE
332;MOUSE LOGITECH M110 SILENT BLACK;10,000;880,13;821,46;762,78;704,11;MOUSE
334;MOUSE LOGITECH M105 BLANCO;30,000;1466,89;1369,10;1271,30;1173,51;MOUSE
335;MOUSE LOGITECH M187 BLACK MINI WIRELESS;10,000;2151,44;2008,01;1864,58;1721,15;MOUSE
336;MOUSE LOGITECH M190 BLACK/BLUE WIRELESS;20,000;1955,85;1825,46;1695,07;1564,68;MOUSE
337;MOUSE LOGITECH G203 GAMING LIGHTSYNC BLACK;0,0000;4107,29;3833,47;3559,65;3285,83;MOUSE
338;MOUSE LOGITECH G MX518 LEGENDARY;10,000;7823,40;7301,84;6780,28;6258,72;MOUSE
339;MOUSE LOGITECH M535 BLUETOOTH NEGRO;70,000;3520,53;3285,83;3051,13;2816,42;MOUSE
340;MOUSE LOGITECH M110 SILENT RED ;10,000;880,13;821,46;762,78;704,11;MOUSE
342;MOUSE TT ESPORTS IRIS OPTICAL RGB;50,000;6649,89;6206,56;5763,24;5319,91;MOUSE
344;MOUSE XTECH XTM-185 USB 800DPI;0,0000;443,33;417,25;339,01;521,56;MOUSE
345;CPU MAXSER;10,000;0,00;0,00;0,00;0,00;CPU COMPLETA
346;TECLADO T-DAGGER T-TGK310-BL NAXOS RAINBOW BLUE SW;10,000;5280,80;4928,74;4576,69;4224,64;TECLADO
347;MOUSE T-DAGGER T-TGWM100 CORPORAL WIRELEES;0,0000;1173,51;1095,28;1017,04;938,81;MOUSE
348;MOUSE T-DAGGER T-TGM108 RECRUIT 2;10,000;1564,68;1460,37;1356,06;1251,74;MOUSE
349;PARLANTE GENIUS SP-906BT LEB 4.1 GREEN;20,000;2305,90;2034,62;1763,33;2712,82;PARLANTE USB
350;MOUSE T-DAGGER T-TGM206W BEIFADIER RGB WHITE;20,000;1955,85;1825,46;1695,07;1564,68;MOUSE
351;MOUSE T-DAGGER T-TGM106 PRIVATE;10,000;1369,10;1277,82;1186,55;1095,28;MOUSE
352;MOUSE T-DAGGER T-TGM206 BEIFADIER RGB BLACK;20,000;1955,85;1825,46;1695,07;1564,68;MOUSE
353;PARLANTE LOGITECH GAMER G560 LIGHTSYNC;0,0000;44975,70;41977,32;38978,94;35980,56;PARLANTE PORTATIL
354;PARLANTE DINAX GET UP BLUETOOTH;0,0000;10639,82;9388,08;8136,34;12517,44;PARLANTE PORTATIL
355;AURICULAR MANOS LIBRES JL-071;0,0000;432,24;381,39;330,54;508,52;AURICULAR
356;AURICULAR IPHONE I66 BLUETOOTH ML;0,0000;3103,28;2920,74;2373,10;3650,92;AURICULAR
357;AURICULAR BLUETOOTH HV-800/730;40,000;751,40;663,00;574,60;884,00;AURICULAR
358;AURICULAR MANOS LIBRES METAL HD;10,000;775,82;684,55;593,27;912,73;AURICULAR
359;AURICULAR KLIP TWINBUDS II KHS-706BK WIRELESS;0,0000;3989,93;3755,23;3520,53;3051,13;AURICULAR
360;AURICULAR GTC HSG-608 GAMING PLAY TO WIN ;70,000;3398,16;3198,27;2998,38;2598,60;AURICULAR
361;AURICULAR SAMSUNG HS-330 MANOS LIBRES;90,000;443,33;417,25;391,17;339,01;AURICULAR
362;AURICULAR SONY MDR-ZX310A C/ MICRO BLANCO;0,0000;4283,40;3997,84;3712,28;3426,72;AURICULAR
363;AURICULAR LOGITECH G635 GAMING 7.1 LIGHTSYNC C/ MI;10,000;23470,20;21905,52;20340,84;18776,16;AURICULAR
364;AURICULAR LOGITECH G533 GAMING 7.1 C/MICROFONO;0,0000;20536,43;19167,33;17798,24;16429,14;AURICULAR
365;AURICULAR KLIP XTREME HS-632BL DEPORTIVO AZUL C/M;0,0000;3640,89;3398,16;3155,44;2912,71;AURICULAR
366;AURICULAR LOGITECH H390 USB;190,000;7067,61;6596,44;6125,26;4711,74;AURICULAR
367;AURICULAR LOGITECH GAMING A10 PS4 GREY/BLUE;10,000;12992,98;11993,52;10994,06;9994,60;AURICULAR
368;AURICULAR SONY MDR-ZX310A C/ MICRO ROJO;10,000;4283,40;3997,84;3712,28;3426,72;AURICULAR
369;AURICULAR HYPERX CLOUD CHAT BLACK/BLUE PS4;0,0000;4925,91;4597,52;4269,12;3940,73;AURICULAR
370;AURICULAR T-DAGGER T-RGH208 EIGER;20,000;3855,06;3598,06;3341,05;3084,05;AURICULAR
371;AURICULAR GENIUS HS-05A C/MICROFONO;20,000;4004,98;3769,39;3062,63;4711,74;AURICULAR
372;AURICULAR HYPERX GAMING CLOUD STINGER CORE WIR;0,0000;11351,01;10594,28;9837,54;9080,81;AURICULAR
373;AURICULAR MANOS LIBRES JY-070;10,000;598,49;563,28;457,67;704,11;AURICULAR
374;FUENTE SENTEY 600W ;0,0000;7281,78;6853,44;5568,42;12850,20;FUENTE
375;AURICULAR SONY MDR-ZX110AP C/ MICROFONO;0,0000;4369,07;3855,06;3341,05;5140,08;AURICULAR
376;AURICULAR GENIUS HS-04S C/MICROFONO;0,0000;2184,53;2056,03;1670,53;1542,02;AURICULAR
377;AURICULAR INPODS I20 BLUETOOTH ;20,000;2881,62;2712,11;2203,59;3390,14;AURICULAR
378;AURICULAR VINCHA GAMER FORTNITE;50,000;2933,78;2738,19;2542,61;2347,02;AURICULAR
379;AURICULAR VINCHA UNICORNIO;20,000;2151,44;2008,01;1864,58;1721,15;AURICULAR
380;AURICULAR T-DAGGER T-RGH101 MCKINLEY;20,000;3212,55;2998,38;2784,21;2570,04;AURICULAR
381;AURICULAR REDRAGON H320 LAMIA RGB;10,000;7924,29;7396,00;6867,72;6339,43;AURICULAR
382;AURICULAR REDRAGON H120 ARES ;30,000;3105,47;2898,43;2691,40;2484,37;AURICULAR
383;AURICULAR REDRAGON H510 ZEUS X RGB;10,000;10280,16;9594,82;8909,47;8224,13;AURICULAR
384;AURICULAR REDRAGON H260 HYLAS RGB;0,0000;3855,06;3598,06;3341,05;3084,05;AURICULAR
385;AURICULAR REDRAGON H350 PANDORA;10,000;7067,61;6596,44;6125,26;5654,09;AURICULAR
386;AURICULAR REDRAGON H901 SCYLLA;0,0000;4390,49;4097,79;3805,09;3512,39;AURICULAR
387;TRANSMISOR FM SEISA KCB-618 BLUETOOTH;10,000;1219,15;1075,72;932,29;1434,29;ARTICULOS VARIOS
388;MICROFONO DINAMICO, 3 MTRS CABLE C/ INTERRUPTOR;10,000;1043,12;938,81;782,34;1303,90;MICROFONO
389;MICROFONO KANJI OKE INALAMBRICO;20,000;1577,72;1392,11;1206,49;1856,14;MICROFONO
390;MICROFONO HYPERX QUADCAST CONDESADOR;0,0000;21514,35;20080,06;18645,77;17211,48;MICROFONO
392;RAM DDR2 2GB 800MHZ;0,0000;2933,78;2738,19;2542,61;2347,02;RAM
394;RAM KINGSTON DDR3 4GB 1333MHZ 1.5V;0,0000;6258,72;5841,47;5424,22;5006,98;RAM
395;RAM HP DDR4 8GB 3600MHZ RGB V8;0,0000;9192,50;8579,66;7966,83;10418,16;RAM
396;RAM KINGSTON DDR3 4GB 1866 MHZ HYPERX FURY ;0,0000;6845,48;6389,11;5932,75;5476,38;RAM
397;RAM CORSAIR DDR3 8GB 1600 MHZ VENGEANCE LP;0,0000;7627,82;7119,29;6610,77;6102,25;RAM
398;RAM KINGSTON DDR4 8GB 2666MHZ BEAST FURY RGB ;0,0000;8018,99;7484,39;6949,79;6415,19;RAM
399;RAM KINGSTON DDR4 4GB 2666MHz ;40,000;4498,46;4198,56;3898,66;3598,76;RAM
400;RAM HYPERX DDR4 8GB 2666MHz FURY RGB;0,0000;8983,87;8292,80;7601,74;7601,74;RAM
401;RAM HIKVISION DDR4 8GB 3200MHZ CL19;10,000;7823,40;7301,84;6780,28;6258,72;RAM
402;RAM KINGSTON DDR4 8GB 2400 MHZ FURY BLACK;0,0000;10561,59;9857,48;9153,38;8449,27;RAM
403;RAM HYPERX DDR4 8GB 3600MHZ PREDATOR RGB XMP;10,000;11148,35;10405,12;9661,90;12634,79;RAM
404;RAM MUSHKIN SILVERLINE DDR4 16GB 3200MHZ;10,000;14082,12;13143,31;12204,50;11265,70;RAM
407;RAM CRUCIAL DDR3 4GB 1600MHZ ;0,0000;5671,97;5293,83;4915,70;4537,57;RAM
408;RAM KINGSTON DDR4 16GB 2666 MHZ CL19 KVR;20,000;14473,29;13508,40;12543,52;11578,63;RAM
409;RAM KINGSTON DDR3 8GB 1600 MHZ ;100,000;9779,25;9127,30;8475,35;7823,40;RAM
410;RAM KINGSTON DDR4 8GB SODIMM 2666 MHZ ;0,0000;6845,48;6389,11;5932,75;5476,38;RAM
411;PENDRIVE 16GB SANDISK BLUE CRUZER BLADE ;0,0000;856,68;799,57;742,46;685,34;PENDRIVE
412;PENDRIVE 32GB VERBATIN SLIDER BLACK;0,0000;1213,63;1142,24;1070,85;928,07;PENDRIVE
413;PENDRIVE 32GB KINGSTON 3.2 DTX EXODIA NARANJA;0,0000;835,26;779,58;723,89;668,21;PENDRIVE
417;PENDRIVE 16GB DATA RIGHT USB;0,0000;728,18;685,34;642,51;556,84;PENDRIVE
420;PENDRIVE 64GB KINGSTON 3.2 DTX EXODIA NEGRO;0,0000;1327,85;1239,33;1150,81;1062,28;PENDRIVE
421;MSD/SD 8GB KINGSTON (CLASE 4);0,0000;1001,24;910,22;788,86;1213,63;MSD/SD
422;MSD/SDHC 16GB SANDISK (CLASE 10);40,000;856,68;799,57;742,46;685,34;MSD/SD
423;MSD/SD 16GB KINGSTON (CLASE 10);0,0000;749,60;699,62;649,65;599,68;MSD/SD
424;MSD/SD 32GB KINGSTON CANVAS PLUS (CLASE 10);50,000;963,77;899,51;835,26;771,01;MSD/SD
425;MSD/SDXC 64GB SANDISK ULTRA (CLASE 10);50,000;2034,62;1898,97;1763,33;1627,69;MSD/SD
426;MSD/SDHC 32GB SANDISK ULTRA (CLASE 10);0,0000;1070,85;999,46;928,07;856,68;MSD/SD
427;PILA ENERGIZER AL. MAX E95 D-2;0,0000;275,64;243,21;210,78;324,28;PILAS
428;PILA ENERGIZER ALC. MAX E91 AA;20,000;109,23;102,80;96,38;83,53;PILAS
429;PILA ENERGIZER ALC. MAX E92 AAA;40,000;152,92;143,92;134,93;116,94;PILAS
430;PILA EVEREDY ALC. MAX E93 C-2;0,0000;132,87;120,79;104,69;161,05;PILAS
432;PILA ENERGIZER ALC. MAX 9V;0,0000;436,91;411,21;334,11;514,01;PILAS
433;PILA ENERGIZER ELEC. ECR2016 ;-20,000;131,07;115,65;100,23;154,20;PILAS
434;PILA ENERGIZER ELEC. ECR2025 ;550,000;131,07;123,36;100,23;154,20;PILAS
435;PILA GENERICA ELEC. ERC2032 ;0,0000;109,23;102,80;83,53;128,50;PILAS
436;PILA ENERGIZER ELEC. A23 ;0,0000;152,92;143,92;116,94;179,90;PILAS
437;PILA ENERGIZER ELEC. A27;0,0000;242,73;214,17;185,61;285,56;PILAS
438;PILA ENERGIZER ELEC. ERC2032;280,000;145,64;137,07;128,50;111,37;PILAS
439;PILAS E918 + LINTERNA XFH21;20,000;1699,08;1599,14;1499,19;1299,30;PILAS
441;"NETMAK	6C NM-6CH";10,000;183,11;166,46;144,26;221,95;PLACA DE AUDIO Y DATOS
443;LECTOR DE TARJETAS INTERNO;0,0000;185,13;163,35;141,57;217,80;PLACA DE AUDIO Y DATOS
444;CAPTURADORA DE AUDIO Y VIDEO;10,000;2659,96;2503,49;2347,02;2034,08;PLACA DE AUDIO Y DATOS
445;PLACA DE AUDIO USB 7.1 ;80,000;775,82;730,18;684,55;593,27;PLACA DE AUDIO Y DATOS
446;RED USB;0,0000;255,10;239,17;207,27;318,88;PLACA DE AUDIO Y DATOS
448;BLUETOOTH MINI;0,0000;213,93;194,48;145,86;243,10;PLACA DE AUDIO Y DATOS
449;BLUETOOTH AUDIO 3.5 MICRO USB, PARA STEREO DE AUTO;0,0000;953,15;897,08;841,02;728,88;PLACA DE AUDIO Y DATOS
450;LECTOR HONEYWELL MK 7580 GENESIS ;0,0000;25410,00;22022,00;20328,00;33880,00;PLACA DE AUDIO Y DATOS
451;LECTOR CODIGO DE BARRAS 1880;0,0000;7758,21;7301,84;6845,48;5932,75;PLACA DE AUDIO Y DATOS
452;VIDEO GF-MSI GT 730 4GB GD3 C/COOLER;20,000;27381,90;25556,44;23730,98;21905,52;PLACA DE VIDEO
453;VIDEO GF-ASUS PH-GTX 1050TI 4GB DVI HDMI DP;0,0000;50852,10;47461,96;44071,82;40681,68;PLACA DE VIDEO
454;VIDEO ATI-GIGABYTE RADEON RX 580 8GB GAMING ;0,0000;51830,03;48374,69;44919,36;58740,70;PLACA DE VIDEO
455;VIDEO ATI-ASROCK RX 5500XT CHALLENGER D 8GB OC DDR;0,0000;48896,25;45636,50;42376,75;55415,75;PLACA DE VIDEO
456;VIDEO ATI-GIGABYTE VGA 2GB GT 1030  DDR4 LP;0,0000;28359,83;26469,17;24578,52;32141,14;PLACA DE VIDEO
457;VIDEO ATI-SENTEY RADEON RX 560 4GB DDR5 128BIT HDM;0,0000;27381,90;25556,44;23730,98;31032,82;PLACA DE VIDEO
458;VIDEO GF-GIGABYTE GTX 1660 OC 6GB;0,0000;96814,58;90360,27;83905,97;77451,66;PLACA DE VIDEO
459;VIDEO GF-MSI GT 730 2GB D3H LP DISIPADOR PASIVO;40,000;19362,92;18072,05;16781,19;15490,33;PLACA DE VIDEO
461;"HDD WD 3.5"" BLUE 1TB SATA 6 GBS 64 MB";0,0000;8605,74;8032,02;7458,31;6884,59;DISCO SATA Y USB
462;"HDD WD 3.5"" PURPLE 1TB SATA 6 GBS 64 MB";0,0000;8996,91;8397,12;7797,32;7197,53;DISCO SATA Y USB
463;HDD KINGSTON SSD USB 1000GB USB 3.2 Gen 2X2;0,0000;35205,30;32858,28;30511,26;28164,24;DISCO SATA Y USB
464;"HDD SEAGATE 3.5"" BARRACUDA 1TB 64MB";100,000;7823,40;7301,84;6780,28;6258,72;DISCO SATA Y USB
465;"HDD WD 3.5"" PURPLE 2TB SATA 6 GBS 64 MB";20,000;12517,44;11682,94;10848,45;10013,95;DISCO SATA Y USB
466;HDD WD USB 1TB 3.0 MY ELEMENTS;30,000;8801,33;8214,57;7627,82;7041,06;DISCO SATA Y USB
467;HDD WD USB 2TB 3.0 MY ELEMENTS;0,0000;12321,86;11500,40;10678,94;9857,48;DISCO SATA Y USB
468;HDD WD USB 4TB 3.0 MY ELEMENTS;10,000;18971,75;17706,96;16442,18;15177,40;DISCO SATA Y USB
469;HDD WD USB ;0,0000;14668,88;12713,03;11735,10;16624,73;DISCO SATA Y USB
470;SSD HP M.2 500GB S700;20,000;11735,10;10952,76;10170,42;9388,08;DISCO SATA Y USB
471;"SSD KINGSTON 2.5"" 240GB A400";10,000;6063,14;5658,93;5254,72;4850,51;DISCO SATA Y USB
472;SSD KINGSTON M.2 240GB A400 2280;0,0000;7236,65;6754,20;6271,76;5789,32;DISCO SATA Y USB
473;SSD KINGSTON M.2 480GB A400 2280;0,0000;9974,84;9309,85;8644,86;11304,81;DISCO SATA Y USB
474;"SSD KINGSTON 2.5"" 120GB A400";10,000;5476,38;5111,29;4746,20;4381,10;DISCO SATA Y USB
475;RW-DVD SATA INTERNA 22X NEGRA;90,000;2933,78;2738,19;2542,61;2347,02;RW- DVD SATA Y USB
476;RW-DVD LITEON EXTERNA SLIM USB 8X ;0,0000;4498,46;4198,56;3898,66;3598,76;RW- DVD SATA Y USB
477;CD-R VIRGEN TORRE 100 UNIDADES;0,0000;3640,89;3212,55;2784,21;4283,40;CD - DVD
478;DVD-RTORRE 100 UNIDADES;0,0000;3640,89;3212,55;2784,21;4283,40;CD - DVD
479;DVD-R VERBATIN 4.7GB 16X TORRE 50 UNIDADES;0,0000;515,36;483,15;418,74;644,20;CD - DVD
480;DVD-R JVG 4.7GB 8X TORRE 50 UNIDADES PRINTABLE;0,0000;580,95;544,64;472,02;726,20;CD - DVD
481;DVD-R VERBATIN 4.7GB 16X  X UNIDAD;-20,000;12,94;11,42;9,89;15,22;CD - DVD
482;CD-R TDK 52X 80MIN 700MB  X UNIDAD;-1,330,000;12,18;11,42;9,90;15,22;CD - DVD
483;PINZA CRIMPEADORA RJ45/11/12;0,0000;1219,15;1147,43;1075,72;932,29;ARTICULOS VARIOS
484;TESTER CABLE DE RED;0,0000;1108,32;977,93;847,54;1303,90;CONECTIVIDAD
485;UTP CAT 5e INTERIOR POR METRO;11,380,000;48,55;45,69;42,83;37,12;CONECTIVIDAD
486;UTP CAT 5e EXTERIOR POR METRO;-7,550,000;60,68;57,11;53,54;46,40;CONECTIVIDAD
487;UTP CAT 6e EXTERIOR POR METRO;-2,130,000;72,82;68,53;64,25;55,68;CONECTIVIDAD
488;FICHA RJ45;7,630,000;11,08;10,43;9,78;8,48;CONECTIVIDAD
489;HUB ALARGADO 4 EN 1;30,000;488,96;423,77;391,17;554,16;CONECTIVIDAD
490;CABLE DE RED 2 MTRS ARMADO;70,000;177,33;166,90;156,47;135,61;CONECTIVIDAD
491;CABLE DE RED 3 MTRS ARMADO;20,000;177,33;166,90;156,47;135,61;CONECTIVIDAD
492;CABLE DE RED 10 MTRS ARMADO;30,000;753,65;709,32;664,99;576,32;CONECTIVIDAD
493;CABLE DE RED 15 MTRS ARMADO;30,000;886,65;834,50;782,34;678,03;CONECTIVIDAD
494;CABLE DE RED 20 MTRS ARMADO;20,000;1108,32;1043,12;977,93;847,54;CONECTIVIDAD
495;EXTENCION RJ45;500,000;171,34;142,78;114,22;171,34;CONECTIVIDAD
496;BOBINA UTP CAT5E 305MTRS INTERIOR;0,0000;10494,33;9794,71;9095,09;8395,46;CONECTIVIDAD
497;BOBINA UTP CAT5E 305MTRS EXTERIOR;0,0000;14991,90;13992,44;12992,98;11993,52;CONECTIVIDAD
498;BOBINA UTP CAT6 305MTRS EXTERIOR;10,000;17133,60;15991,36;14849,12;13706,88;CONECTIVIDAD
499;ADAPTADOR BLUETOOTH TP-LINK USB NANO UB400 ;0,0000;1564,68;1460,37;1356,06;1251,74;CONECTIVIDAD
500;ROUTER TP-LINK ARCHER C60 AC1350 DUAL BAND 5 ANT;50,000;6258,72;5841,47;5424,22;5006,98;CONECTIVIDAD
501;ROUTER TP-LINK TL-WR841HP 2 X 9DBI 300 MPS;0,0000;6845,48;6389,11;5932,75;5476,38;CONECTIVIDAD
502;ROUTER TP-LINK TL-WR941HP 3 X 9DBI 450 MPS;40,000;8605,74;8032,02;7458,31;6884,59;CONECTIVIDAD
503;EXT. DE RANGO TP-LINK TL-WA820RE USB;10,000;4889,63;4563,65;4237,68;3911,70;CONECTIVIDAD
505;EXT. DE RANGO MERCUSYS RANGE EXTENDER 300MBPS 3 AN;10,000;3324,95;3103,28;2881,62;2659,96;CONECTIVIDAD
506;ACC. POINT TP-LINK CPE220 300MPS 12DBI 2.4GHZ;10,000;9309,85;8762,21;7119,29;10952,76;CONECTIVIDAD
507;ACC. POINT TP-LINK CPE710 867MPS 23DBI 5GHZ;0,0000;14629,76;13769,18;11187,46;17211,48;CONECTIVIDAD
508;SWICHT TP-LINK TL-SF1008D 8 PUERTOS 10/100MPS;0,0000;1662,47;1551,64;1440,81;1329,98;CONECTIVIDAD
509;SWICHT TP-LINK TL-SF1016D 16 PUERTOS 10/100MPS;10,000;4302,87;4016,01;3729,15;3442,30;CONECTIVIDAD
510;BLUETOOTH USB  NANO ADAPTER;50,000;728,18;685,34;642,51;556,84;CONECTIVIDAD
511;CAMARA IP TP-LINK NC450 MOV REMOTO SD WIFI;0,0000;7139,00;7139,00;7139,00;7139,00;SEGURIDAD
513;RED LAN PCI TP-LINK TF-3239DL 10/100;40,000;364,65;331,50;287,30;442,00;CONECTIVIDAD
514;RED LAN PCI-E TP-LINK TG-3468 LAN GIGABIT 10/100/1;70,000;1737,84;1533,39;1328,93;2044,52;CONECTIVIDAD
515;WIFI PCI-E TP-LINK TL-WN881ND 300 MBPS 2 WIFI;70,000;2738,19;2555,64;2373,10;2190,55;CONECTIVIDAD
516;WIFI PCI TP-LINK TL-WN851ND 300 MPS 2 A WIFI;50,000;3324,95;3129,36;2542,61;3911,70;CONECTIVIDAD
518;WIFI USB TP-LINK ARCHER T5E PCIE 1200MB 2 ANT WIFI;0,0000;5085,21;4746,20;4407,18;4068,17;CONECTIVIDAD
521;ROUTER TP-LINK ARCHER C80 AC1900 DUAL BAND;0,0000;7627,82;7119,29;6610,77;6102,25;CONECTIVIDAD
525;WIFI USB TP-LINK TL-WN8200ND 300MPS 10 DBI WIF;0,0000;3324,95;3103,28;2881,62;2659,96;CONECTIVIDAD
526;UNIDAD DE VENTILACION GLC CON 2 TURBINAS;0,0000;27413,76;25586,18;23758,59;21931,01;SERVIDOR
527;JACK RJ45;0,0000;488,96;423,77;423,77;554,16;CONECTIVIDAD
528;HALO MERCUSYS S12 PACK DE 2 MESH AC1200 WIFI SYSTE;20,000;6845,48;6389,11;5932,75;5476,38;CONECTIVIDAD
529;"MONITOR HP 24"" 24FW 238 IPS RETRO LED FULL HD VGAH";0,0000;44547,36;44547,36;44547,36;44547,36;MONITOR
530;"MONITOR SAMSUNG 24"" GAMER G35 PLANO";0,0000;59325,09;55370,08;51415,07;47460,07;MONITOR
531;"MONITOR PHILIPS 19"" LED HDMI/VGA 193V5LHSB";10,000;28484,61;26585,64;24686,66;22787,69;MONITOR
532;"MONITOR HP 20"" P204 HDMI";0,0000;22844,80;22844,80;22844,80;22844,80;MONITOR
533;"MONITOR LG LED 19"" 19M38A-B (II)";70,000;26985,42;25186,39;23387,36;21588,34;MONITOR
534;"SOPORTE INTELAID INC TS3V 17/42"" IT-TS3V";10,000;659,02;599,10;519,22;798,82;SOPORTE PARA LED
535;"SOPORTE INTELAID FIJO US102LV 42"" 200x200";10,000;659,01;599,10;519,22;798,82;SOPORTE PARA LED
537;SOPORTE KLIP XTREME KPM-300 P/MONITOR LED ARTICULA;10,000;7067,61;6596,44;6125,26;5654,09;SOPORTE PARA LED
538;SOPORTE DE TV MOVIL REFORZADO 26-55;0,0000;6206,56;5841,47;4746,20;4381,10;SOPORTE PARA LED
539;"SOPORTE MOVIL 32"" A 65"" REFORZADO";0,0000;8423,19;7927,71;7432,23;6441,27;SOPORTE PARA LED
540;SOPORTE BRAZO PARA MICROFONO ;0,0000;5354,25;4997,30;4640,35;4283,40;SOPORTE PARA LED
541;SOPORTE KANJI HOME MULTIUSO KJH-WMSOPORTE;20,000;1334,99;1256,46;1177,94;1020,88;SOPORTE PARA LED
