COD. ARTIC.;NOMBRE;STOCK;LISTA 1;LISTA 2;LISTA 3;LISTA 4;CATEGORIA
542;SOPORTE INTELAID Esc 3 Db3e 27 100x100;0,0000;19703,64;18390,06;17076,49;15762,91;SOPORTE PARA LED
543;DVR HIKVISION CCTV 16 CANALES HD IDS-7216HQHI-M1/F;0,0000;43904,85;40977,86;38050,87;35123,88;SEGURIDAD
544;DVR PCBOX CCTV AHD 8 CANALES 1080N HDD 1TB PURPLE ;0,0000;9143,97;7924,77;7315,18;10363,17;SEGURIDAD
545;DVR HIKVISION CCTV 4 CANALES HD-TVI (720P) D;0,0000;2662,17;2307,21;2129,74;3017,13;SEGURIDAD
546;DVR HILOOK CCTV 8 CH TURBO HD1080P H.264+ 208G-F1;10,000;8566,80;7995,68;7424,56;6853,44;SEGURIDAD
548;CAMARA PCBOX CCTV DOMO METALICO 3.6MM CD720;20,000;2248,79;2098,87;1948,95;1799,03;SEGURIDAD
549;CAMARA PCBOX CCTV BULLET METALICO VARIFOCAL;40,000;5996,76;5596,98;5197,19;4797,41;SEGURIDAD
550;CAMARA PCBOX CCTV DOMO METALICO VARIFOCAL 2;50,000;5125,09;4783,42;4441,74;4100,07;SEGURIDAD
551;CAMARA HIKVISION CCTV 4 EN 1 BULLET HD 720P 2.8MM;0,0000;4283,40;3712,28;3426,72;4854,52;SEGURIDAD
552;CAMARA HIKVISION CCTV DOMO DS-2CE56C0T-IRPF HD720P;0,0000;2591,46;2245,93;2073,17;2936,98;SEGURIDAD
553;CAMARA WIFI EZVIZ EXTERIOR - C3WN 1080p;0,0000;9851,82;9195,03;8538,24;7881,46;SEGURIDAD
554;CAMARA HIKVISION CCTV DOMO DS-2CE56D0T-IRMF TURBO ;20,000;6639,27;6196,65;5754,03;5311,42;SEGURIDAD
555;CCTV CONVERSOR DE COAXIL A UTP (BALUNES) EN KIT X ;200,000;436,91;411,21;385,51;334,11;SEGURIDAD
556;CCTV CABLE DERIVADOR 4 CAMARAS SEGURIDAD;0,0000;415,06;390,65;366,23;317,40;SEGURIDAD
557;CCTV SOUND MICROFONO AMBIENTE PROFESIONAL PARA DVR;30,000;970,90;913,79;856,68;742,46;SEGURIDAD
558;CCTV CONECTOR JACK HEMBRA A TORNILLO PARA ALIMENTA;370,000;72,82;68,53;64,25;55,68;SEGURIDAD
559;CCTV FUENTE DE ALIMENTACION P/CAMARAS 12V 6A ;-10,000;2438,29;2294,86;2151,44;1864,58;SEGURIDAD
560;CCTV FUENTE DE ALIMENTACION 12V 2A;90,000;886,65;834,50;782,34;678,03;SEGURIDAD
561;CABLE DE AUDIO STEREO 3.5 A 2 RCA 1.5 MTS;0,0000;243,83;229,49;215,14;186,46;CABLE DE AUDIO
562;CABLE DE AUDIO STEREO 3.5 A 2 RCA 3 MTS;10,000;376,83;354,66;332,49;288,16;CABLE DE AUDIO
563;CABLE DE AUDIO STEREO GTC 3.5 M/M 1,8M;70,000;364,09;342,67;321,26;278,42;CABLE DE AUDIO
564;CABLE DE AUDIO STEREO 3.5 M/M 1M MALLADO ;30,000;221,66;208,62;195,59;169,51;CABLE DE AUDIO
565;CABLE DE AUDIO STEREO 3.5 M/M 3M;140,000;398,99;375,52;352,05;305,11;CABLE DE AUDIO
566;CABLE DE AUDIO STEREO 3.5 M/M 5M;40,000;598,49;563,28;528,08;457,67;CABLE DE AUDIO
568;CABLE DE AUDIO STEREO 3.5 M/M 1.5M;10,000;221,66;208,62;195,59;169,51;CABLE DE AUDIO
569;CABLE DE AUDIO/VIDEO 3 RCA A 3 RCA 1,5 MTRS;0,0000;332,49;312,94;293,38;254,26;CABLE DE AUDIO
570;CABLE DE AUDIO/VIDEO 3 RCA A 3 RCA 3 MTRS;0,0000;417,25;375,52;312,94;521,56;CABLE DE AUDIO
571;CABLE HDMI 1,8 M REV 1.3;30,000;364,09;342,67;321,26;278,42;CABLE DE VIDEO
572;CABLE HDMI 3 M MALLADO C/FILTRO;80,000;820,15;771,91;723,66;627,18;CABLE DE VIDEO
574;CABLE HDMI A 3 RGB CON FILTRO 1,8 MTRS;0,0000;121,55;110,50;90,75;138,13;CABLE DE VIDEO
575;CABLE HDMI 3 MTS ALTA CALIDAD 4K PLANO;0,0000;990,96;891,87;743,22;1238,71;CABLE DE VIDEO
579;CABLE HDMI 3M PLANO MALLADO 1080P;0,0000;797,99;751,05;704,11;610,23;CABLE DE VIDEO
580;CABLE HDMI/MICRO HDMI 1,5 MTRS;0,0000;200,61;182,37;136,80;227,98;CABLE DE VIDEO
581;CABLE VGA M/M 1,5 M C/FILTRO;30,000;398,99;375,52;352,05;305,11;CABLE DE VIDEO
582;CABLE VGA M/M 1,5 M C/FILTRO BLANCO;0,0000;573,72;516,34;430,29;717,15;CABLE DE VIDEO
583;CABLE VGA M/M 3 MTRS C/FILTRO;0,0000;620,66;584,15;547,64;474,62;CABLE DE VIDEO
584;CABLE VGA M/M 5M C/FILTRO;0,0000;1329,98;1251,74;1173,51;1017,04;CABLE DE VIDEO
585;ADAPTADOR VGA/DVI;60,000;119,71;108,83;81,63;136,04;CABLE DE VIDEO
586;FICHA HDMI H A MICRO HDMI M;30,000;469,40;422,46;352,05;586,76;CABLE DE VIDEO
587;FICHA HDMI H A MINI HDMI M;110,000;376,83;354,66;332,49;288,16;CABLE DE VIDEO
588;FICHA HDMI CODO H/M;60,000;469,40;422,46;352,05;586,76;CABLE DE VIDEO
589;FICHA HDMI H/H EXTENSION;20,000;469,40;422,46;352,05;305,11;CABLE DE VIDEO
592;CONVERSOR VGA A HDMI VIDEO;0,0000;1884,14;1773,30;1662,47;1440,81;CABLE DE VIDEO
593;USB 2.0 P/ IMPRESORA 1M;-10,000;67,96;61,78;46,33;77,22;CABLE DE DATOS
594;USB 2.0 P/IMPRESORA 2M;0,0000;145,27;132,06;99,06;165,07;CABLE DE DATOS
595;USB 2.0 P/IMPRESORA 5M;0,0000;262,20;238,36;178,76;297,95;CABLE DE DATOS
596;CABLE EXTENCION USB 30 y 60cm;0,0000;59,67;53,70;44,75;74,59;CABLE DE DATOS
597;CABLE EXTENCION USB 3M;0,0000;286,86;258,17;215,14;358,57;CABLE DE DATOS
598;CABLE CARGADOR DE JOYSTICK PS3 ;0,0000;332,49;312,94;293,38;254,26;CABLE DE DATOS
599;CABLE GTC PREMIUM USB A MICRO USB 1M;170,000;364,09;342,67;321,26;278,42;CABLE DE DATOS
600;CABLE PARA DISCO EXTERNO 3.0;0,0000;443,33;398,99;332,49;554,16;CABLE DE DATOS
601;POWER 220V (CABLE CORRIENTE);110,000;442,62;371,23;299,84;228,45;CABLE DE DATOS
602;CABLE MOLEX 8 PINES;0,0000;199,34;181,22;135,92;226,53;CABLE DE DATOS
603;CABLE SATA DATOS C/ TRABA;0,0000;208,62;187,76;156,47;135,61;CABLE DE DATOS
604;CABLE SATA POWER;30,000;156,47;140,82;117,35;195,59;CABLE DE DATOS
605;CABLE SATA 2 POWER ;0,0000;72,93;66,30;49,73;82,88;CABLE DE DATOS
606;CABLE Y VGA DE 1 VGA A 2 VGA;0,0000;135,89;123,54;92,66;154,42;CABLE DE DATOS
607;CABLE INTERLOCK ARW 2P NK220 (TIPO 8);30,000;487,66;458,97;430,29;372,92;CABLE DE DATOS
608;CABLE INTERLOCK ARW 3P NK220 (TREBOL);0,0000;651,95;586,76;488,96;423,77;CABLE DE DATOS
609;HUB USB X3 PUERTOS CON CABLE 1M;10,000;354,66;333,80;271,21;417,25;CABLE DE DATOS
610;HUB USB X7 PUERTOS CON SWITCH Y ENTRADA FUENTE;0,0000;1108,32;1043,12;977,93;847,54;CABLE DE DATOS
613;LECTOR MULTI TARJETA OTG;50,000;199,50;187,76;176,03;152,56;CABLE DE DATOS
614;LECTOR DE TARJETA MSD MINI;20,000;110,83;104,31;97,79;84,75;CABLE DE DATOS
615;CABLE Rs232 (en blister);30,000;942,07;886,65;831,24;720,40;CABLE DE DATOS
616;Placa 1 Puertos Serie + 1 Paralelo Pci Express Rs2;10,000;3911,70;3650,92;3390,14;3129,36;CABLE DE DATOS
618;MOTHER AM4 ASUS TUF B550-PLUS GAMING;10,000;35205,30;32858,28;30511,26;28164,24;MOTHERBOARD
619;MOTHER 1151 GIGABYTE H310MM M.2 2.0 DDR4 INTEL;0,0000;10757,18;10040,03;9322,89;12191,47;MOTHERBOARD
620;MOTHER 1200 ASUS ROG STRIX Z590-E GAMING (WI-FI);0,0000;74322,30;69367,48;64412,66;59457,84;MOTHERBOARD
621;MOTHER AM4 ASUS PRIME A320M-K ;210,000;11930,69;11135,31;10339,93;9544,55;MOTHERBOARD
622;MOTHER AM4 ASUS PRIME B550M-K;0,0000;20927,60;19532,42;18137,25;16742,08;MOTHERBOARD
623;MOTHER 1151 ASUS H110M-D PARALELO DDR4 INTEL;0,0000;11343,93;10587,67;9831,41;9075,14;MOTHERBOARD
625;MOTHER 1151 V.2 ASUS PRIME Z390-A INTEL DDR4;0,0000;39117,00;33901,40;31293,60;44332,60;MOTHERBOARD
626;MOTHER 1200 ASUS PRIME B460M-A R2.0;90,000;17602,65;16429,14;15255,63;14082,12;MOTHERBOARD
627;MOTHER 1200 ASUS TUF GAMING B560M-PLUS (WI-FI);0,0000;31293,60;29207,36;27121,12;25034,88;MOTHERBOARD
628;MICRO AMD ATHLON 320GE 3.2GHZ;0,0000;16168,36;14551,52;12126,27;12126,27;PROCESADOR
629;MICRO AMD APU A6-7480 1MB 3.8GHZ FM2;40,000;11735,10;10561,59;9974,84;9388,08;PROCESADOR
630;MICRO AMD APU A6 9500E 3.4GHZ AM4 2 CORE;0,0000;11995,88;11995,88;11995,88;11995,88;PROCESADOR
631;MICRO AMD RYZEN 5 3400G AM4 C/RADEON VEGA 11;0,0000;46940,40;46940,40;46940,40;46940,40;PROCESADOR
632;MICRO AMD APU A12 9800E 3.8GHZ AM4;0,0000;21905,52;20445,15;18984,78;17524,42;PROCESADOR
633;MICRO INTEL CORE I3 10100 3.6GHZ 1200;10,000;35205,30;32858,28;30511,26;28164,24;PROCESADOR
634;MICRO INTEL CORE I5 10600K S1200 SIN COOLER;0,0000;48896,25;45636,50;42376,75;39117,00;PROCESADOR
635;MICRO INTEL CELERON G3930 DUAL CORE 2MB 2.9GHZ 115;10,000;7236,65;6754,20;6271,76;8201,53;PROCESADOR
636;MICRO INTEL CORE I5 10400 1200 SIXCORE 12M 2.9G;0,0000;37747,91;35231,38;32714,85;30198,32;PROCESADOR
637;MICRO INTEL CORE I7 9700F OCORE 12M 1151 V.2;0,0000;48896,25;45636,50;42376,75;39117,00;PROCESADOR
638;MICRO INTEL CORE I7 11700F 2.5GHZ OCTACORE 1200;0,0000;72366,45;67542,02;62717,59;57893,16;PROCESADOR
639;PC LENOVO Smb V50S-07Imb I5-10400, 8Gb, 1Tb(7200);0,0000;122240,63;114091,25;105941,88;97792,50;CPU COMPLETA
647;GABINETE GAMEMAX H602 WB WHITE BLANCO M-ATX 1 ;0,0000;6845,48;6389,11;5932,75;5476,38;GABINETE
648;GABINETE CROMAX SLIM CI-S101 C/FUENTE 600W;90,000;7823,40;7301,84;6780,28;6258,72;GABINETE
649;GABINETE COOLER MASTERCASE H500 - ARGB C/CONTROLAD;20,000;23470,20;21905,52;20340,84;18776,16;GABINETE
651;GABINETE COOLER MASTERBOX MB530P - ARGB;10,000;21514,35;20080,06;18645,77;17211,48;GABINETE
652;GABINETE 6810  KIT T+M FUENTE 600W ;10,000;9779,25;9127,30;8475,35;7823,40;GABINETE
653;GABINETE TT CORE P3 TRANSPARENT MID-T WHI;0,0000;15777,19;14342,90;14342,90;14342,90;GABINETE
654;GABINETE SENTEY K20 LITE RGB TEMPLADO S/FUENTE;10,000;13886,54;12960,77;12035,00;11109,23;GABINETE
655;GABINETE SENTEY Z20 4295-SF TEMPLADO S/FUENTE;50,000;15803,27;15803,27;15803,27;15803,27;GABINETE
656;GABINETE TT S300 TG NEGRO S/FUENTE;50,000;15777,19;14342,90;14342,90;14342,90;GABINETE
657;GABINETE TT H100 MID-TOWER TG ;0,0000;9609,74;8736,13;8736,13;8736,13;GABINETE
659;FUENTE SENTEY 750W LNZ ZX750-LS;30,000;8136,34;7510,46;6884,59;6884,59;FUENTE
660;COOLER AEROCOOL KIT 3 FANS ASTRO PRO ARGB 120MM (D;0,0000;8252,68;7767,23;7281,78;6310,88;COOLER
661;GABINETE AEROCOOL PRIME + 1 FAN ARGB Y TG MID TO;0,0000;6063,14;5658,93;5254,72;4850,51;GABINETE
662;GABINETE TT V200 TG RGB BLACK/TG/FAN X 3;10,000;13625,76;12387,05;12387,05;12387,05;GABINETE
663;FUENTE SENTEY 550W LNZ PX550-FS ;0,0000;3212,55;2998,38;2784,21;2570,04;FUENTE
664;FUENTE SEASONIC 850 W REAL FOCUS GM-850 80+ GOLD;0,0000;38550,60;35980,56;33410,52;30840,48;FUENTE
665;FUENTE AEROCOOL CYLON 700W RGB 80 PLUS BRONZE;50,000;11136,84;10394,38;9651,93;8909,47;FUENTE
666;ZAPATILLA DEAR POWER 5 BOCAS PROT. TERMICO;20,000;1456,36;1370,69;1285,02;1113,68;ESTABILIZADOR/UPS
667;ESTABILIZADOR FORZA FVR-902A REG 900VA/450W;0,0000;2998,38;2798,49;2598,60;2398,70;ESTABILIZADOR/UPS
668;UPS FORZA NT-1002A 1000VA/500W 4-IRAM;0,0000;14668,88;13690,95;12713,03;11735,10;ESTABILIZADOR/UPS
669;ESTABILIZADOR FORZA FVR-1602A REG 1600VA/800W;0,0000;5568,42;5197,19;4825,96;4454,74;ESTABILIZADOR/UPS
670;BATERIA ULTRACELL DE GEL 12V 7AH RECARGABLE;0,0000;4283,40;3997,84;3712,28;3426,72;ESTABILIZADOR/UPS
671;ESTABILIZADOR FORZA FVR-2202A REG 2200VA/1100W;0,0000;6853,44;6396,54;5939,65;5482,75;ESTABILIZADOR/UPS
672;FUENTE TT SMART 600W 80 PLUS WHITE;30,000;12850,20;11993,52;11136,84;10280,16;FUENTE
673;COOLER MASTERAIR MA410M ARGB;0,0000;21417,00;19989,20;18561,40;17133,60;COOLER
674;COOLER INTEL SOCKET 1150/1151/1155/1156;10,000;1699,08;1599,14;1299,30;1998,92;COOLER
675;COOLER THERMALTAKE SOCKET AM2;10,000;4283,40;3997,84;3712,28;3426,72;COOLER
676;COOLER FAN AEROCOOL ASTRO 12 ARGB (DUAL RING);10,000;2427,26;2284,48;2141,70;1856,14;COOLER
677;"FUNDA NEOPRENE 7"" VARIOS COLORES";110,000;1955,85;1825,46;1695,07;1564,68;ACCESORIO NOTEBOOK/TABLET
678;"MORRAL NETBOOK 10"" CDTEK NEOPRENE NEGRO";20,000;1213,63;1070,85;928,07;1427,80;ACCESORIO NOTEBOOK/TABLET
679;"MALETIN NOTEBOOK PROFESIONAL 14/16"" CDTEK CUERO EC";30,000;4854,52;4568,96;3712,28;5711,20;ACCESORIO NOTEBOOK/TABLET
680;"MOCHILA NB 15,6"" XTB-506BL ANTI-ROBO AZUL";0,0000;3855,06;3598,06;3341,05;3084,05;ACCESORIO NOTEBOOK/TABLET
681;MOCHILA REDCORE VARIOS DISEÑOS;60,000;2427,26;2284,48;2141,70;1856,14;ACCESORIO NOTEBOOK/TABLET
682;BOLSO SUBLIMADO CON MOTIVOS VARIOS;50,000;290,40;261,36;217,80;363,00;ACCESORIO NOTEBOOK/TABLET
684;ESTAMPADORA SUBLIMADORA MANUAL;0,0000;64251,00;59967,60;55684,20;51400,80;ARTICULOS VARIOS
685;"FUNDA 8"" SAMSUNG GALAXY TAB3 P8200";20,000;401,22;364,74;273,56;455,94;ACCESORIO NOTEBOOK/TABLET
686;"FUNDA 8"" CON TECLADO, TIPO AGENDA ";10,000;860,57;782,34;586,76;977,93;ACCESORIO NOTEBOOK/TABLET
687;"MOCHILA NB 15,6"" XTB-214AQ";10,000;4283,40;3997,84;3712,28;3426,72;ACCESORIO NOTEBOOK/TABLET
688;BARRA SILICONA SUPRABOND;0,0000;332,49;312,94;254,26;488,96;ARTICULOS VARIOS
689;TOUCH NEXT N70shbsc / Go7bsc;30,000;2607,80;2347,02;1955,85;2607,80;ACCESORIO NOTEBOOK/TABLET
690;CARGADOR NOTEBOOK P/HP 19.5V 3.33A 65W;10,000;4925,91;4597,52;4269,12;3940,73;ACCESORIO NOTEBOOK/TABLET
691;CARGADOR TABLET PIN FINO (5V-2000MA);30,000;782,34;704,11;586,76;977,93;ACCESORIO NOTEBOOK/TABLET
692;WEBCAM GENIUS F100 TL FHD 1080P/UWA MIC;0,0000;11735,10;10757,18;10757,18;10757,18;ACCESORIO NOTEBOOK/TABLET
693;WEBCAM GTC WCG-001 HD 720P;60,000;1994,97;1877,62;1760,27;1525,56;ACCESORIO NOTEBOOK/TABLET
694;CANDADO NOTEBOOK;0,0000;1825,46;1642,91;1369,10;1186,55;ACCESORIO NOTEBOOK/TABLET
695;LUZ 10 LED PARA NOTEBOOK ;10,000;135,89;123,54;92,66;154,43;ACCESORIO NOTEBOOK/TABLET
696;JOYSTICK SOPORTE PARA CELULAR W10;60,000;975,32;917,95;745,83;1147,43;ACCESORIO GAMER
697;JOYSTICK SEISA PC PLUS TURBO;10,000;1955,85;1825,46;1695,07;1564,68;ACCESORIO GAMER
698;JOYSTICK SEISA PS3 - PS4 BLUETOOTH;40,000;4107,29;3833,47;3559,65;3285,83;ACCESORIO GAMER
699;JOYSTICK GATILLOS PUGB PARA CELULAR;20,000;886,65;834,50;678,03;1043,12;ACCESORIO GAMER
700;MOUSE PAD GTC PAD-212N ERGONOMICO NEGRO;220,000;849,54;799,57;749,60;649,65;PAD PARA MOUSE
701;JOYSTICK REDRAGON G806 SEYMOUR 2;0,0000;2151,44;2008,01;1864,58;1721,15;ACCESORIO GAMER
702;JOYSTICK REDRAGON G807 SATURN PC/PS3;30,000;3129,36;2920,74;2712,11;2503,49;ACCESORIO GAMER
703;JOYSTICK REDRAGON G808 HARROW PC/PS3 INALAMBRICO;30,000;5476,38;5111,29;4746,20;4381,10;ACCESORIO GAMER
704;JOYPAD KANJI KJ-GEMU;40,000;5763,24;5085,21;4407,18;6780,28;ACCESORIO GAMER
705;JOYSTICK PS3 REPLICA EN BLISTER BLUETOOTH;10,000;2933,78;2738,19;2542,61;2347,02;ACCESORIO GAMER
706;JOSTICK XBOX JOSTICK XBOX 360;0,0000;1327,46;1171,29;1015,11;1561,71;ACCESORIO GAMER
708;FUENTE TT SMART 500W 80 PLUS WHITE;0,0000;9974,84;9309,85;8644,86;7979,87;FUENTE
709;MEMORY CARD SONY 64MB;0,0000;364,01;330,92;286,80;441,23;ACCESORIO GAMER
710;CABLE RCA PS2;30,000;354,66;333,80;312,94;271,21;ACCESORIO GAMER
711;MULTITAP SEISA  PS2 SEISA;0,0000;263,54;239,58;207,64;319,44;ACCESORIO GAMER
712;CABLE EXTENSION PS2 ;10,000;121,34;110,31;95,59;147,07;ACCESORIO GAMER
713;FUENTE PS2 220V A 8.5V;0,0000;1485,14;1397,78;1310,42;1135,70;ACCESORIO GAMER
714;HEADSET COMMAND PS3 BLUETOOTH GAMING FPS;0,0000;800,82;728,02;630,96;970,70;ACCESORIO GAMER
715;JOYSTICK SEISA PS2 PLUS TURBO;0,0000;2881,62;2712,11;2203,59;3390,14;ACCESORIO GAMER
716;GUITARRA INALAMBRICA PS2;20,000;1045,70;950,65;823,89;1267,52;ACCESORIO GAMER
717;TECLADO REDRAGON K555 INDRAH MECANICO RGB RETROILU;10,000;12207,69;11393,84;10580,00;9766,15;ACCESORIO GAMER
718;SONY LASER PS2 ORIGINAL KHC-430 / MITSUMI;0,0000;959,96;847,00;734,07;1129,35;REPUESTOS
719;SONY MOTOR GRANDE PS2 7700X/7900X/9000X;0,0000;332,75;302,50;262,17;403,33;REPUESTOS
720;SONY PLACA DE RESET Y POWER PS2 7000X/7500X/7900X/;0,0000;199,67;181,51;157,31;242,01;REPUESTOS
721;NCHUFE;20,000;339,01;305,11;220,36;339,01;ARTICULOS VARIOS
722;CABLE THUNDERBOLT MINI DISPLAYPORT A HDMI 1.8M;0,0000;3883,62;3655,17;2969,82;4568,96;CABLE DE DATOS
723;SONY CARCAZA COMPLETA PARA PS2;0,0000;1597,20;1452,00;1258,41;1936,00;REPUESTOS
724;NADA;0,0000;166,90;150,21;125,17;208,62;PLOTTER
725;CABLE USB V8 4.2 CARGA RAPIDA;0,0000;443,33;417,25;391,17;339,01;CABLE DE DATOS
726;CABLE GTC LIGHTINING USB CARGA RAPIDA 3.0;340,000;485,45;456,90;428,34;371,23;CABLE DE DATOS
727;CABLE USB V8 1M TIME MALLADO CARGA RAPIDA;0,0000;465,49;438,11;410,73;355,96;PLOTTER
728;GABINETE DVR 30x45x15;0,0000;11083,15;10431,20;9779,25;8475,35;SEGURIDAD
729;CABLE GTC PREMIUM USB A TIPO C 1M;250,000;606,82;571,12;535,43;464,04;CABLE DE DATOS
730;CABLE USB V3  5 PINES 1.5M;120,000;310,33;292,07;273,82;237,31;PLOTTER
731;CABLE USB V8 2M GRIFFIN;0,0000;443,33;417,25;391,17;339,01;PLOTTER
732;CABLE ONLY DATOS MODELO LLAVERO;0,0000;88,25;80,22;60,17;100,28;PLOTTER
733;CABLE USB IPHONE 12 CARGA RAPIDA TIPO ORIGINAL;0,0000;1329,98;1251,74;1173,51;1017,04;CABLE DE DATOS
734;CARGADOR ONLY AUTO 2 SALIDAS USB ALTA CALIDAD;0,0000;294,15;267,41;200,56;334,26;PLOTTER
735;CARGADOR AUTO 3.1A DOBLE USB METALICO;10,000;509,82;479,84;449,85;389,87;PLOTTER
737;CARGADOR V8 4.2A DINAX;70,000;731,49;688,46;645,43;559,37;PLOTTER
738;CARGADOR AUTO V8 PUERTO USB SAMSUNG;10,000;664,99;625,87;586,76;508,52;PLOTTER
739;CARGADOR P/TABLET MICRO USB - V8 (5V -2000mA);0,0000;443,33;417,25;391,17;339,01;ACCESORIO NOTEBOOK/TABLET
741;CARGADOR PRO-21 V8 220V;30,000;443,33;417,25;391,17;339,01;PLOTTER
742;CARGADOR AUTO MOTOROLA TIPO C ;0,0000;1019,65;959,67;899,69;779,73;ACCESORIO CELULAR
743;CARGADOR V8 3.1A IBEK;0,0000;620,66;584,15;547,64;474,62;PLOTTER
744;CARGADOR P/ GPS PARA AUTO 5V 5MA 5 PINES ;10,000;521,56;469,40;391,17;651,95;PLOTTER
745;CARGADOR PORTATIL TP-LINK TL-PB20000 2 USB 20000 m;0,0000;6068,15;5711,20;4640,35;4283,40;PLOTTER
746;CARGADOR PORTATIL ONLY 11.000 MAH;10,000;1093,95;994,50;745,88;1243,13;PLOTTER
747;CARGADOR PORTATIL SAMSUNG 15.000 MAH;0,0000;2216,63;1955,85;1695,07;2607,80;PLOTTER
748;CARGADOR PORTATIL ONLY 8.000MAH ;0,0000;729,30;663,00;497,25;828,75;PLOTTER
749;CARGADOR PORTATIL SOLAR FAROL DOBLE LED;0,0000;640,90;576,81;480,68;801,13;PLOTTER
750;SAPITO DIGITAL CARGADOR BATERIAS;30,000;1043,12;938,81;782,34;1303,90;PLOTTER
751;CABLE HDMI 1M COMUN;0,0000;573,72;516,34;430,29;717,15;PLOTTER
752;CARGADOR INALAMBRICO S6/S7;0,0000;1029,53;935,94;701,95;1169,92;PLOTTER
753;ANILLO SOPORTE APOYA CELULAR;10,000;73,54;66,85;50,14;83,57;PLOTTER
756;"TPU TABLET 7"" COLORES SMALLEAR";20,000;339,01;305,11;254,26;423,77;PLOTTER
757;TPU ONLY YOU YOU;-10,000;219,62;199,65;149,74;249,57;PLOTTER
758;TPU ONLY CON DISEÑO Y LIQUIDO;0,0000;263,54;239,58;179,68;299,48;PLOTTER
759;TPU ONLY METALICO;0,0000;263,54;239,58;179,68;299,48;PLOTTER
760;VIDRIO TEMPLADO CELULARES ;0,0000;146,41;133,10;99,82;166,38;PLOTTER
761;"VIDRIO TEMPLADO TABLET 7""";20,000;521,56;469,40;391,17;651,95;ACCESORIO NOTEBOOK/TABLET
762;"BOLSO DAMA NB 15,6"" KLIP KLB-461GR CAPRI GRIS";10,000;5568,42;5197,19;4825,96;4454,74;ACCESORIO NOTEBOOK/TABLET
763;"VIDRIO TEMPLADO TABLET 10""";20,000;782,34;704,11;586,76;977,93;ACCESORIO NOTEBOOK/TABLET
764;SMARTWATCH SMA BW33R ROSA ;40,000;5280,80;4928,74;4576,69;4224,64;RELOJ SMARTWATCH
765;SMART BAND RELOJ FITBAND C1 PUS;10,000;3169,78;2796,87;2423,95;3729,15;RELOJ SMARTWATCH
766;SMARTWATCH SMA BW33N NEGRO;30,000;5280,80;4928,74;4576,69;4224,64;RELOJ SMARTWATCH
768;PARLANTE MUSIC FOCO LUZ LED 6W, C/ CONTROL, USB-MS;10,000;667,35;606,68;525,79;808,92;PARLANTE PORTATIL
769;PARLANTE LATA COCA;10,000;400,41;364,01;315,47;485,35;PARLANTE PORTATIL
770;PARLANTE ONLY S-1 SD USB CON LUZ BLUETOOTH;0,0000;551,53;501,40;434,54;668,52;PARLANTE PORTATIL
771;PARLANTE NOGANET PILLS P77 CON LED BLUETOOTH;20,000;1058,95;962,68;834,32;1283,57;PARLANTE PORTATIL
772;PARLANTE AUTO/LANCHA CON LUZ;20,000;800,82;728,02;630,96;970,70;PARLANTE PORTATIL
775;PARLANTE MUSIC B-13U Bluetooth, Fm, micro sd y 3,5;20,000;667,35;606,68;525,79;808,92;PARLANTE PORTATIL
776;RADIO DE MANO ORYX SP931;0,0000;2659,96;2503,49;2347,02;2034,08;PARLANTE PORTATIL
778;PARLANTE SEISA MULTIMEDIA USB;20,000;753,65;709,32;664,99;576,32;PARLANTE PORTATIL
779;PARLANTE KELIX ;0,0000;586,76;547,64;508,52;469,40;PARLANTE USB
780;PARLANTE GTC SPG-125N BLUETOOTH NEGRO;50,000;3883,62;3655,17;3426,72;2969,82;PARLANTE PORTATIL
781;PARLANTE BLUETOOTH USB SD BOOMBOX;0,0000;3546,61;3337,98;3129,36;2712,11;PARLANTE PORTATIL
783;PARLANTE SEISA LAMPARA LED BLUETOOTH ;10,000;2216,63;2086,24;1695,07;2607,80;PARLANTE PORTATIL
785;PARLANTE BLUETOOTH MP3 BT808A;10,000;3050,08;2691,25;2332,42;3588,33;PARLANTE PORTATIL
788;PARLANTE XIAOMI MI POCKET SPEAKER 2;10,000;4498,46;3898,66;3598,76;5098,25;PARLANTE PORTATIL
789;GANCHO;70,000;50,83;38,12;33,04;50,83;ARTICULOS VARIOS
790;FICHA V8 HEMBRA A TIPO C, ADAP. V8 A TIPO C;10,000;99,45;89,51;74,59;124,31;CABLE DE DATOS
791;JOYSTICK XBOX 360 INALAMBRICO;20,000;8644,86;8136,34;7627,82;6610,77;ACCESORIO GAMER
794;LOCALIZADOR BLUETOOTH TIPO LLAVERO BIDIRECCIONAL;20,000;320,45;288,41;240,34;400,56;ARTICULOS VARIOS
795;MP3 CON VISOR DISEÑO;10,000;1130,48;997,48;864,49;1329,98;ARTICULOS VARIOS
797;LAPIZ 3D ENOVA PEN STYLUS;0,0000;5209,08;4596,25;3677,00;6128,33;ARTICULOS VARIOS
798;PUNTERO LASER VERDE 5 PUNTAS;10,000;1640,31;1543,82;1254,35;1929,77;ARTICULOS VARIOS
799;CIGARILLO ELECTRONICO + FRASCO DE 10ML;30,000;728,02;661,84;573,59;882,46;ARTICULOS VARIOS
800;FRASCO LIQUIDO 10 ML 18N;0,0000;145,61;132,37;114,72;176,50;ARTICULOS VARIOS
801;LUZ LED 5M 5050 BLANCO FRIO INTERIOR;40,000;441,23;534,82;401,12;668,53;LED
802;TIRA LED RGB, 5M, EFECTOS, EXTERIOR;0,0000;601,12;530,40;459,68;707,20;LED
